# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1305031101.7459 1.4236 0.6384 1.7567 0.6627 0.5867 -0.2955 -0.3597
1305031101.7559 1.4226 0.6386 1.7557 0.6631 0.5867 -0.2947 -0.3595
1305031101.7659 1.4217 0.6386 1.7544 0.6634 0.5871 -0.2940 -0.3587
1305031101.7758 1.4209 0.6387 1.7531 0.6638 0.5882 -0.2920 -0.3580
1305031101.7858 1.4199 0.6388 1.7516 0.6641 0.5885 -0.2913 -0.3574
1305031101.7959 1.4189 0.6389 1.7502 0.6637 0.5892 -0.2910 -0.3574
1305031101.8059 1.4167 0.6390 1.7483 0.6615 0.5886 -0.2949 -0.3592
1305031101.8159 1.4151 0.6388 1.7466 0.6605 0.5884 -0.2964 -0.3602
1305031101.8259 1.4141 0.6385 1.7449 0.6609 0.5888 -0.2948 -0.3601
1305031101.8359 1.4126 0.6382 1.7432 0.6613 0.5887 -0.2939 -0.3602
1305031101.8458 1.4116 0.6379 1.7411 0.6627 0.5890 -0.2913 -0.3593
1305031101.8558 1.4101 0.6378 1.7388 0.6635 0.5902 -0.2885 -0.3581
1305031101.8658 1.4083 0.6375 1.7364 0.6641 0.5907 -0.2868 -0.3575
1305031101.8758 1.4067 0.6373 1.7339 0.6652 0.5914 -0.2841 -0.3564
1305031101.8858 1.4053 0.6372 1.7316 0.6659 0.5916 -0.2826 -0.3561
1305031101.8959 1.4034 0.6369 1.7291 0.6654 0.5921 -0.2827 -0.3560
1305031101.9058 1.4017 0.6366 1.7267 0.6656 0.5927 -0.2820 -0.3552
1305031101.9158 1.3996 0.6361 1.7243 0.6651 0.5937 -0.2820 -0.3545
1305031101.9260 1.3977 0.6359 1.7219 0.6648 0.5942 -0.2823 -0.3540
1305031101.9359 1.3957 0.6355 1.7195 0.6644 0.5952 -0.2823 -0.3530
1305031101.9459 1.3939 0.6351 1.7169 0.6644 0.5959 -0.2820 -0.3520
1305031101.9558 1.3918 0.6346 1.7142 0.6641 0.5969 -0.2825 -0.3506
1305031101.9659 1.3899 0.6343 1.7118 0.6650 0.5984 -0.2813 -0.3472
1305031101.9758 1.3877 0.6338 1.7091 0.6648 0.5995 -0.2818 -0.3454
1305031101.9859 1.3858 0.6334 1.7066 0.6649 0.6002 -0.2822 -0.3435
1305031101.9958 1.3833 0.6332 1.7038 0.6643 0.6005 -0.2841 -0.3427
1305031102.0060 1.3814 0.6327 1.7013 0.6655 0.6018 -0.2831 -0.3389
1305031102.0159 1.3791 0.6324 1.6987 0.6649 0.6014 -0.2854 -0.3389
1305031102.0259 1.3763 0.6320 1.6959 0.6639 0.6022 -0.2878 -0.3373
1305031102.0358 1.3736 0.6316 1.6933 0.6628 0.6025 -0.2903 -0.3369
1305031102.0458 1.3715 0.6313 1.6910 0.6624 0.6035 -0.2907 -0.3353
1305031102.0559 1.3698 0.6309 1.6889 0.6621 0.6028 -0.2915 -0.3366
1305031102.0658 1.3669 0.6305 1.6860 0.6606 0.6046 -0.2937 -0.3344
1305031102.0760 1.3644 0.6299 1.6833 0.6599 0.6056 -0.2947 -0.3331
1305031102.0859 1.3622 0.6296 1.6806 0.6601 0.6061 -0.2949 -0.3316
1305031102.0960 1.3605 0.6294 1.6785 0.6603 0.6063 -0.2938 -0.3319
1305031102.1058 1.3581 0.6291 1.6760 0.6604 0.6064 -0.2939 -0.3313
1305031102.1159 1.3549 0.6285 1.6729 0.6598 0.6080 -0.2947 -0.3290
1305031102.1260 1.3528 0.6284 1.6704 0.6602 0.6089 -0.2935 -0.3274
1305031102.1358 1.3504 0.6279 1.6678 0.6599 0.6097 -0.2934 -0.3266
1305031102.1458 1.3476 0.6277 1.6652 0.6587 0.6099 -0.2949 -0.3273
1305031102.1558 1.3452 0.6273 1.6627 0.6582 0.6109 -0.2950 -0.3265
1305031102.1658 1.3434 0.6271 1.6606 0.6583 0.6112 -0.2938 -0.3266
1305031102.1758 1.3405 0.6266 1.6575 0.6574 0.6126 -0.2949 -0.3248
1305031102.1858 1.3378 0.6263 1.6546 0.6567 0.6131 -0.2962 -0.3242
1305031102.1958 1.3352 0.6261 1.6519 0.6564 0.6139 -0.2963 -0.3231
1305031102.2058 1.3329 0.6258 1.6493 0.6576 0.6151 -0.2940 -0.3207
1305031102.2159 1.3303 0.6256 1.6464 0.6579 0.6161 -0.2932 -0.3189
1305031102.2258 1.3280 0.6254 1.6437 0.6581 0.6175 -0.2924 -0.3165
1305031102.2359 1.3253 0.6252 1.6409 0.6584 0.6176 -0.2926 -0.3154
1305031102.2458 1.3230 0.6252 1.6384 0.6590 0.6186 -0.2912 -0.3135
1305031102.2558 1.3205 0.6253 1.6357 0.6592 0.6189 -0.2913 -0.3123
1305031102.2658 1.3184 0.6253 1.6330 0.6606 0.6189 -0.2900 -0.3106
1305031102.2758 1.3160 0.6254 1.6302 0.6609 0.6199 -0.2893 -0.3086
1305031102.2859 1.3131 0.6254 1.6274 0.6602 0.6206 -0.2903 -0.3078
1305031102.2959 1.3111 0.6255 1.6249 0.6613 0.6205 -0.2890 -0.3069
1305031102.3058 1.3084 0.6254 1.6221 0.6610 0.6207 -0.2901 -0.3059
1305031102.3158 1.3066 0.6256 1.6196 0.6621 0.6205 -0.2892 -0.3050
1305031102.3258 1.3041 0.6256 1.6170 0.6623 0.6202 -0.2898 -0.3045
1305031102.3358 1.3018 0.6257 1.6145 0.6624 0.6199 -0.2905 -0.3043
1305031102.3458 1.2991 0.6257 1.6118 0.6619 0.6204 -0.2916 -0.3032
1305031102.3559 1.2968 0.6257 1.6092 0.6623 0.6212 -0.2909 -0.3015
1305031102.3659 1.2945 0.6257 1.6066 0.6622 0.6213 -0.2908 -0.3014
1305031102.3758 1.2922 0.6256 1.6041 0.6617 0.6217 -0.2914 -0.3012
1305031102.3858 1.2900 0.6258 1.6014 0.6621 0.6219 -0.2910 -0.3004
1305031102.3959 1.2875 0.6257 1.5987 0.6620 0.6226 -0.2906 -0.2995
1305031102.4058 1.2854 0.6257 1.5961 0.6617 0.6239 -0.2901 -0.2979
1305031102.4159 1.2830 0.6257 1.5933 0.6614 0.6249 -0.2903 -0.2962
1305031102.4259 1.2804 0.6257 1.5905 0.6619 0.6255 -0.2898 -0.2945
1305031102.4359 1.2778 0.6257 1.5877 0.6620 0.6261 -0.2897 -0.2928
1305031102.4458 1.2757 0.6256 1.5853 0.6631 0.6278 -0.2876 -0.2890
1305031102.4558 1.2733 0.6255 1.5824 0.6635 0.6289 -0.2864 -0.2867
1305031102.4658 1.2708 0.6255 1.5796 0.6639 0.6295 -0.2858 -0.2851
1305031102.4758 1.2683 0.6255 1.5770 0.6644 0.6299 -0.2848 -0.2842
1305031102.4858 1.2656 0.6253 1.5742 0.6645 0.6302 -0.2841 -0.2839
1305031102.4960 1.2631 0.6252 1.5716 0.6647 0.6305 -0.2830 -0.2838
1305031102.5058 1.2606 0.6251 1.5688 0.6650 0.6305 -0.2821 -0.2839
